Assembly Accession	TaxID	Organism	Assembly Level	Chromsome Count	Total Length	Contig Count	Contig N50	Scaffold Count	Scaffold N50	Read Coverage	Submission Date	Latest Update	Bio Source	GC Content	ATCC Catalog
gcf_900452355.1	1596	Lactobacillus gasseri (firmicutes)	Contig	0	1899682	3	1856497	3	1856497	100	2018/07/31 00:00	2018/08/07 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC13722')]))])), ('Sex', None), ('Isolate', None)])	0.3517	33323
GCF_900452655.1	446	Legionella pneumophila (g-proteobacteria)	Contig	0	3316444	2	3307657	2	3307657	100	2018/08/01 00:00	2018/08/07 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC11230')]))])), ('Sex', None), ('Isolate', None)])	0.3831	33154
GCF_900452735.1	446	Legionella pneumophila (g-proteobacteria)	Contig	0	3413530	2	3410221	2	3410221	100	2018/08/01 00:00	2018/08/04 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC11192')]))])), ('Sex', None), ('Isolate', None)])	0.3833	33152
GCF_900452775.1	446	Legionella pneumophila (g-proteobacteria)	Contig	0	3623577	2	3493694	2	3493694	100	2018/08/01 00:00	2018/08/07 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC11986')]))])), ('Sex', None), ('Isolate', None)])	0.3832	35289
gcf_900452955.1	1245	Leuconostoc mesenteroides (firmicutes)	Contig	0	1973251	3	1926819	3	1926819	100	2018/08/01 00:00	2018/08/07 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC10817')]))])), ('Sex', None), ('Isolate', None)])	0.3779	10830
gcf_900453115.1	34062	Moraxella osloensis (g-proteobacteria)	Contig	0	2691416	6	2434691	6	2434691	100	2018/08/01 00:00	2018/08/07 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC10465')]))])), ('Sex', None), ('Isolate', None)])	0.4350	19976
gcf_900453215.1	2052	Mobiluncus mulieris (high GC Gram+)	Contig	0	2529093	12	1511572	12	1511572	100	2018/06/28 00:00	2018/07/13 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC11658')]))])), ('Sex', None), ('Isolate', None)])	0.5505	35243
gcf_900453225.1	36809	Mycobacteroides abscessus (high GC Gram+)	Contig	0	5090566	2	5067247	2	5067247	100	2018/08/01 00:00	2018/08/07 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC13031')]))])), ('Sex', None), ('Isolate', None)])	0.6415	19977
gcf_900453315.1	144177	Mobiluncus curtisii subsp. curtisii (high GC Gram+)	Contig	0	2181818	4	2153130	4	2153130	100	2018/08/01 00:00	2018/08/07 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC11656')]))])), ('Sex', None), ('Isolate', None)])	0.5561	35241
GCF_900453895.1	495	Neisseria elongata (b-proteobacteria)	Contig	0	2406516	2	2162175	2	2162175	100	2018/08/01 00:00	2018/08/07 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC10660')]))])), ('Sex', None), ('Isolate', None)])	0.5385	25295
GCF_900453955.1	487	Neisseria meningitidis (b-proteobacteria)	Contig	0	2451782	7	1629936	7	1629936	100	2018/08/01 00:00	2019/04/03 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC8554')]))])), ('Sex', None), ('Isolate', None)])	0.5101	13102
gcf_900454025.1	1804	Mycolicibacterium gilvum (high GC Gram+)	Contig	0	6432993	11	6148425	11	6148425	100	2018/08/01 00:00	2018/08/07 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC10742')]))])), ('Sex', None), ('Isolate', None)])	0.6764	43909
GCF_900454065.1	485	Neisseria gonorrhoeae (b-proteobacteria)	Contig	0	2183733	3	2163390	3	2163390	100	2018/08/01 00:00	2018/08/04 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC12700')]))])), ('Sex', None), ('Isolate', None)])	0.5262	49226
gcf_900454265.1	37326	Nocardia brasiliensis (high GC Gram+)	Contig	0	8921451	9	1707354	9	1707354	100	2018/08/01 00:00	2018/08/07 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC11294')]))])), ('Sex', None), ('Isolate', None)])	0.6824	19296
gcf_900454815.1	28124	Porphyromonas endodontalis (CFB group bacteria)	Contig	0	2111739	2	1625006	2	1625006	100	2018/08/01 00:00	2018/08/07 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC13058')]))])), ('Sex', None), ('Isolate', None)])	0.4753	35406
gcf_900455005.1	28131	Prevotella intermedia (CFB group bacteria)	Contig	0	2607163	2	1937454	2	1937454	100	2018/08/01 00:00	2018/08/07 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC13070')]))])), ('Sex', None), ('Isolate', None)])	0.4338	25611
gcf_900455075.1	158850	Providencia rustigianii (enterobacteria)	Contig	0	3969308	3	3926179	3	3926179	100	2018/08/01 00:00	2018/09/19 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC11802')]))])), ('Sex', None), ('Isolate', None)])	0.4127	33673
gcf_900455255.1	287	Pseudomonas aeruginosa (g-proteobacteria)	Contig	0	6783388	2	6529075	2	6529075	100	2018/08/01 00:00	2018/08/07 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC11446')]))])), ('Sex', None), ('Isolate', None)])	0.6590	33354
gcf_900455495.1	587753	Pseudomonas chlororaphis (g-proteobacteria)	Contig	0	7031169	3	4298830	3	4298830	100	2018/08/01 00:00	2018/08/07 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC10686')]))])), ('Sex', None), ('Isolate', None)])	0.6270	13985
GCF_900455835.1	329	Ralstonia pickettii (b-proteobacteria)	Contig	0	4810167	5	2565259	5	2565259	100	2018/08/01 00:00	2018/08/07 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC11149')]))])), ('Sex', None), ('Isolate', None)])	0.6392	27511
gcf_900455895.1	2047	Rothia dentocariosa (high GC Gram+)	Contig	0	2490333	2	2462898	2	2462898	100	2018/08/01 00:00	2018/08/07 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC10917')]))])), ('Sex', None), ('Isolate', None)])	0.5374	17931
gcf_900456835.1	826	Sebaldella termitidis (fusobacteria)	Contig	0	4486585	3	4418796	3	4418796	100	2018/08/01 00:00	2018/08/07 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC11300')]))])), ('Sex', None), ('Isolate', None)])	0.3338	33386
gcf_900457275.1	1280	Staphylococcus aureus (firmicutes)	Contig	0	2849312	15	2778879	15	2778879	100	2018/06/28 00:00	2018/07/13 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC12981')]))])), ('Sex', None), ('Isolate', None)])	0.3290	25923
gcf_900457295.1	1280	Staphylococcus aureus (firmicutes)	Contig	0	2826240	3	2773046	3	2773046	100	2018/08/01 00:00	2018/08/04 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC10788')]))])), ('Sex', None), ('Isolate', None)])	0.3283	6538
gcf_900457555.1	1280	Staphylococcus aureus (firmicutes)	Contig	0	2961917	2	2891261	2	2891261	100	2018/08/01 00:00	2018/08/04 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC13373')]))])), ('Sex', None), ('Isolate', None)])	0.3273	43300
gcf_900457575.1	1280	Staphylococcus aureus (firmicutes)	Contig	0	2926249	3	2885612	3	2885612	100	2018/08/01 00:00	2018/08/04 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC10833')]))])), ('Sex', None), ('Isolate', None)])	0.3290	25904
gcf_900457695.1	1280	Staphylococcus aureus (firmicutes)	Contig	0	2852673	2	2825183	2	2825183	100	2018/08/01 00:00	2018/08/05 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC6571')]))])), ('Sex', None), ('Isolate', None)])	0.3287	9144
gcf_900458155.1	1280	Staphylococcus aureus (firmicutes)	Contig	0	2789574	2	2762300	2	2762300	100	2018/08/01 00:00	2018/08/07 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC10656')]))])), ('Sex', None), ('Isolate', None)])	0.3286	23235
gcf_900458195.1	46126	Staphylococcus chromogenes (firmicutes)	Contig	0	2310776	2	2280656	2	2280656	100	2018/08/01 00:00	2018/08/07 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC10530')]))])), ('Sex', None), ('Isolate', None)])	0.3673	43764
gcf_900458275.1	1280	Staphylococcus aureus (firmicutes)	Contig	0	2928827	4	2866622	4	2866622	100	2018/08/01 00:00	2018/08/07 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC10654')]))])), ('Sex', None), ('Isolate', None)])	0.3284	14458
gcf_900458385.1	29380	Staphylococcus caprae (firmicutes)	Contig	0	2652349	6	2520285	6	2520285	100	2018/08/01 00:00	2018/08/04 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC12196')]))])), ('Sex', None), ('Isolate', None)])	0.3364	35538
gcf_900458515.1	1282	Staphylococcus epidermidis (firmicutes)	Contig	0	2635031	8	2518282	8	2518282	100	2018/08/01 00:00	2018/08/04 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC13360')]))])), ('Sex', None), ('Isolate', None)])	0.3207	12228
gcf_900458595.1	1283	Staphylococcus haemolyticus (firmicutes)	Contig	0	2569468	4	2515409	4	2515409	100	2018/08/01 00:00	2018/08/04 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC11042')]))])), ('Sex', None), ('Isolate', None)])	0.3288	29970
gcf_900458635.1	1290	Staphylococcus hominis (firmicutes)	Contig	0	2257110	2	2215115	2	2215115	100	2018/08/01 00:00	2018/08/07 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC11320')]))])), ('Sex', None), ('Isolate', None)])	0.3165	27844
gcf_900458855.1	29385	Staphylococcus saprophyticus (firmicutes)	Contig	0	2653187	3	2606049	3	2606049	100	2018/08/01 00:00	2018/08/07 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC7692')]))])), ('Sex', None), ('Isolate', None)])	0.3310	15305
gcf_900458885.1	29385	Staphylococcus saprophyticus (firmicutes)	Contig	0	2662243	3	2600823	3	2600823	100	2018/08/01 00:00	2018/08/07 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC7292')]))])), ('Sex', None), ('Isolate', None)])	0.3313	15305
gcf_900458965.1	1311	Streptococcus agalactiae (firmicutes)	Contig	0	2448053	12	2282777	12	2282777	100	2018/06/28 00:00	2019/11/27 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC8181')]))])), ('Sex', None), ('Isolate', None)])	0.3573	13813
gcf_900459065.1	1334	Streptococcus dysgalactiae (firmicutes)	Contig	0	2150943	3	2141259	3	2141259	100	2018/08/01 00:00	2018/08/07 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC13759')]))])), ('Sex', None), ('Isolate', None)])	0.3934	43078
gcf_900459225.1	99822	Streptococcus dysgalactiae subsp. dysgalactiae (firmicutes)	Contig	0	2151704	3	2141282	3	2141282	100	2018/08/01 00:00	2018/08/07 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC13731')]))])), ('Sex', None), ('Isolate', None)])	0.3933	43078
gcf_900459425.1	28037	Streptococcus mitis (firmicutes)	Contig	0	1879851	3	1669535	3	1669535	100	2018/07/31 00:00	2018/08/07 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC12261')]))])), ('Sex', None), ('Isolate', None)])	0.4049	49456
gcf_900459475.1	40041	Streptococcus equi subsp. zooepidemicus (firmicutes)	Contig	0	2109071	2	2104860	2	2104860	100	2018/08/01 00:00	2018/08/07 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC4676')]))])), ('Sex', None), ('Isolate', None)])	0.4175	43079
gcf_900460185.1	40041	Streptococcus equi subsp. zooepidemicus (firmicutes)	Contig	0	2190136	2	2185283	2	2185283	100	2018/08/01 00:00	2018/08/07 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC7023')]))])), ('Sex', None), ('Isolate', None)])	0.4155	43079
gcf_900460235.1	39777	Veillonella atypica (firmicutes)	Contig	0	2107942	8	2031929	8	2031929	100	2018/08/01 00:00	2018/08/07 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC11830')]))])), ('Sex', None), ('Isolate', None)])	0.3905	17744
GCF_900460285.1	663	Vibrio alginolyticus (g-proteobacteria)	Contig	0	5151658	19	393735	19	393735	100	2018/06/30 00:00	2018/07/13 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC12160')]))])), ('Sex', None), ('Isolate', None)])	0.4470	17749
gcf_900460345.1	1661	Trueperella pyogenes (high GC Gram+)	Contig	0	2310711	5	2269745	5	2269745	100	2018/08/01 00:00	2018/08/07 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC5224')]))])), ('Sex', None), ('Isolate', None)])	0.5957	19411
gcf_900460355.1	2061	Tsukamurella paurometabola (high GC Gram+)	Contig	0	4479760	2	4379954	2	4379954	100	2018/08/01 00:00	2018/08/07 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC13232')]))])), ('Sex', None), ('Isolate', None)])	0.6840	8368
GCF_900460515.1	672	Vibrio vulnificus (g-proteobacteria)	Contig	0	5041424	3	3244668	3	3244668	100	2018/08/01 00:00	2018/08/04 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC11067')]))])), ('Sex', None), ('Isolate', None)])	0.4693	29307
GCF_900460535.1	670	Vibrio parahaemolyticus (g-proteobacteria)	Contig	0	5168732	5	3297116	5	3297116	100	2018/08/01 00:00	2018/08/07 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC10903')]))])), ('Sex', None), ('Isolate', None)])	0.4534	17802
GCF_900460565.1	672	Vibrio vulnificus (g-proteobacteria)	Contig	0	4988619	2	3251517	2	3251517	100	2018/08/01 00:00	2018/08/04 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC13647')]))])), ('Sex', None), ('Isolate', None)])	0.4672	27562
GCF_900460685.1	633	Yersinia pseudotuberculosis (enterobacteria)	Contig	0	5029729	2	4980292	2	4980292	100	2018/08/01 00:00	2018/08/04 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC8580')]))])), ('Sex', None), ('Isolate', None)])	0.4732	13979
gcf_900460715.1	29486	Yersinia ruckeri (enterobacteria)	Contig	0	3840207	4	3698808	4	3698808	100	2018/08/01 00:00	2018/08/04 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC12986')]))])), ('Sex', None), ('Isolate', None)])	0.4750	29473
gcf_900460765.1	198	Campylobacter hyointestinalis (e-proteobacteria)	Contig	0	1764814	2	1753363	2	1753363	100	2018/08/07 00:00	2018/08/10 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC11608')]))])), ('Sex', None), ('Isolate', None)])	0.3397	35217
gcf_900461125.1	1532	Blautia coccoides (firmicutes)	Contig	0	6115043	2	6097341	2	6097341	100	2018/08/08 00:00	2018/08/10 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC11035')]))])), ('Sex', None), ('Isolate', None)])	0.4556	29236
gcf_900461195.1	1353	Enterococcus gallinarum (firmicutes)	Contig	0	3893798	6	3817980	6	3817980	100	2018/08/01 00:00	2018/08/07 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC12360')]))])), ('Sex', None), ('Isolate', None)])	0.3978	49608
gcf_900461305.1	1509	Clostridium sporogenes (firmicutes)	Contig	0	4277492	35	2291202	35	2291202	100	2018/06/29 00:00	2018/07/13 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC13020')]))])), ('Sex', None), ('Isolate', None)])	0.2881	3584
GCF_900461535.1	446	Legionella pneumophila (g-proteobacteria)	Contig	0	3655022	2	3547177	2	3547177	100	2018/08/01 00:00	2018/08/07 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC12174')]))])), ('Sex', None), ('Isolate', None)])	0.3845	43703
GCF_900461605.1	446	Legionella pneumophila (g-proteobacteria)	Contig	0	3396000	2	3379315	2	3379315	100	2018/08/01 00:00	2018/08/07 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC11984')]))])), ('Sex', None), ('Isolate', None)])	0.3838	33823
gcf_900461615.1	1245	Leuconostoc mesenteroides (firmicutes)	Contig	0	2081645	2	2038378	2	2038378	100	2018/08/01 00:00	2018/08/07 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC12954')]))])), ('Sex', None), ('Isolate', None)])	0.3767	8293
gcf_900474585.1	1284	Staphylococcus hyicus (firmicutes)	Complete Genome	1	2472120	1	2472120	1	2472120	100	2018/06/18 00:00	2018/06/25 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC10350')]))])), ('Sex', None), ('Isolate', None)])	0.3558	11249
gcf_900474895.1	1314	Streptococcus pyogenes (firmicutes)	Complete Genome	1	1845052	1	1845052	1	1845052	100	2018/06/18 00:00	2018/06/25 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC12696')]))])), ('Sex', None), ('Isolate', None)])	0.3848	19615
gcf_900474985.1	1308	Streptococcus thermophilus (firmicutes)	Complete Genome	1	2102271	1	2102271	1	2102271	100	2018/06/17 00:00	2018/06/25 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC12958')]))])), ('Sex', None), ('Isolate', None)])	0.3902	19258
gcf_900475015.1	1302	Streptococcus gordonii (firmicutes)	Complete Genome	1	2187611	1	2187611	1	2187611	100	2018/06/17 00:00	2018/06/25 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC7865')]))])), ('Sex', None), ('Isolate', None)])	0.4059	10558
gcf_900475095.1	1309	Streptococcus mutans (firmicutes)	Complete Genome	1	2019343	1	2019343	1	2019343	100	2018/06/17 00:00	2018/06/25 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC10449')]))])), ('Sex', None), ('Isolate', None)])	0.3687	25175
GCF_900475215.1	294	Pseudomonas fluorescens (g-proteobacteria)	Complete Genome	1	6515171	1	6515171	1	6515171	100	2018/06/17 00:00	2018/06/26 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC10038')]))])), ('Sex', None), ('Isolate', None)])	0.5998	13525
